opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
DIGZWVHI,Kami Bicknell,GTX Basic,Sunnamplex,Lost,10-08-17,10-09-17,0
1ZT4IROS,Kami Bicknell,GTX Basic,Xx-holding,Won,10-08-17,10-10-17,608
60QEB2FZ,Kary Hendrixson,GTX Plus Pro,Fasehatice,Won,10-08-17,16-10-17,4989
2PX317QP,Kary Hendrixson,GTX Pro,Newex,Won,10-08-17,23-11-17,4780
2T0GMDKK,Markita Hansen,GTX Plus Basic,Blackzim,Lost,10-08-17,10-10-17,0
ZK6HTTBB,Markita Hansen,MG Special,Labdrill,Lost,10-08-17,14-10-17,0
V74YPMJ4,Rosalina Dieter,MG Special,Zoomit,Lost,10-08-17,20-10-17,0
8ZIX3LAF,Vicki Laflamme,MG Advanced,Newex,Won,10-08-17,10-09-17,3023
IVMMNSJB,Anna Snelling,GTX Plus Pro,Conecom,Lost,10-09-17,17-10-17,0
H9M21153,Anna Snelling,MG Advanced,Ron-tech,Won,10-09-17,20-10-17,3100
JV0KXH4X,Boris Faz,GTX Plus Pro,Donquadtech,Won,10-09-17,30-12-17,6406
V9UM2K16,Corliss Cosme,GTX Plus Pro,Kinnamplus,Won,10-09-17,15-10-17,5711
SRV6TQ2E,Daniell Hammack,MG Special,Ontomedia,Won,10-09-17,18-10-17,58
94GJ7WZV,Darcel Schlecht,GTX Pro,Statholdings,Lost,10-09-17,10-10-17,0
B24YQ6LA,Garret Kinder,GTX Basic,Zotware,Won,10-09-17,10-10-17,552
RYELEM60,Garret Kinder,MG Advanced,The New York Inquirer,Won,10-09-17,20-10-17,3215
RL26ZS8F,Gladys Colclough,GTX Basic,Konmatfix,Lost,10-09-17,27-11-17,0
JKIAA2TF,James Ascencio,GTX Plus Basic,Finjob,Won,10-09-17,23-11-17,1112
HTK2UHC8,Jonathan Berthelot,GTX Basic,Stanredtax,Lost,10-09-17,21-10-17,0
SPRK2YOB,Jonathan Berthelot,GTX Plus Basic,Warephase,Won,10-09-17,25-11-17,1190
8F7VHV02,Kami Bicknell,GTX Basic,Finjob,Won,10-09-17,22-12-17,446
7FGVY6GK,Kami Bicknell,GTX Basic,Konex,Won,10-09-17,10-10-17,565
6IZZL97A,Kary Hendrixson,GTX Basic,Singletechno,Lost,10-09-17,18-10-17,0
C35YI5NJ,Markita Hansen,GTX Pro,Singletechno,Won,10-09-17,25-12-17,4753
6U30UYDT,Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,10-09-17,30-11-17,0
ZXOHD0KE,Maureen Marcano,GTX Basic,Sunnamplex,Lost,10-09-17,19-10-17,0
77Q6KD0O,Niesha Huffines,GTX Basic,Statholdings,Lost,10-09-17,21-10-17,0
JIH6P53I,Niesha Huffines,GTX Plus Basic,Stanredtax,Won,10-09-17,10-10-17,1129
WKTVP5WY,Rosalina Dieter,MG Special,Sunnamplex,Won,10-09-17,10-10-17,56
10N0ZBYO,Rosalina Dieter,MG Advanced,Singletechno,Won,10-09-17,10-11-17,3435
IUVAUQ6I,Versie Hillebrand,MG Advanced,Rangreen,Won,10-09-17,14-10-17,3860
YH5L64AP,Violet Mclelland,MG Special,Yearin,Lost,10-09-17,23-12-17,0
A71ENBVA,Zane Levy,GTX Basic,Hottechi,Lost,10-09-17,17-10-17,0
4X8WU71C,Zane Levy,MG Advanced,Condax,Lost,10-09-17,10-11-17,0
03H4RXBI,Zane Levy,GTX Basic,Y-corporation,Won,10-09-17,17-12-17,482
MQVOQZL7,Anna Snelling,MG Special,Codehow,Lost,10-10-17,19-10-17,0
OHD4TPKZ,Anna Snelling,GTX Plus Basic,Gogozoom,Won,10-10-17,10-11-17,1166
V4PVZC5L,Boris Faz,MG Special,Kinnamplus,Lost,10-10-17,18-10-17,0
9G85W8XE,Corliss Cosme,GTX Plus Basic,Kan-code,Lost,10-10-17,15-10-17,0
S6DXPVLA,Daniell Hammack,GTX Plus Basic,Yearin,Lost,10-10-17,13-11-17,0
MKI4TLUN,Daniell Hammack,GTX Pro,Zencorporation,Won,10-10-17,18-12-17,5112
H41YA4SB,Darcel Schlecht,GTX Plus Basic,Toughzap,Lost,10-10-17,26-12-17,0
MW4MSIWW,Darcel Schlecht,GTX Pro,Warephase,Lost,10-10-17,14-10-17,0
XSQOEHEA,Hayden Neloms,MG Advanced,Lexiqvolax,Lost,10-10-17,15-10-17,0
GQT2DFWZ,Jonathan Berthelot,MG Advanced,Treequote,Won,10-10-17,20-10-17,3892
IQ9GMTBR,Kami Bicknell,GTX Basic,Dalttechnology,Won,10-10-17,10-11-17,473
ZR8H455M,Kary Hendrixson,GTX Basic,Groovestreet,Lost,10-10-17,14-10-17,0
3F2EMUQ7,Kary Hendrixson,GTX Plus Basic,Scotfind,Lost,10-10-17,10-11-17,0
VB26KWQ6,Kary Hendrixson,GTX Basic,Faxquote,Won,10-10-17,20-11-17,511
7J1UD7ZW,Kary Hendrixson,GTX Basic,Hottechi,Won,10-10-17,10-12-17,509
VR6NO9FA,Kary Hendrixson,GTX Basic,Labdrill,Won,10-10-17,22-10-17,528
O8QGRK5P,Kary Hendrixson,GTX Basic,Sunnamplex,Won,10-10-17,14-10-17,549
BOD1GBJU,Lajuana Vencill,GTX Basic,Rundofase,Lost,10-10-17,25-12-17,0
TN3IRRND,Lajuana Vencill,MG Special,Gogozoom,Lost,10-10-17,19-10-17,0
PR224V1P,Marty Freudenburg,GTX Basic,Scottech,Lost,10-10-17,19-10-17,0
60RDU2SZ,Marty Freudenburg,MG Advanced,Globex Corporation,Won,10-10-17,17-10-17,3578
X2I316HD,Moses Frase,GTX Basic,dambase,Won,10-10-17,29-12-17,523
K5DNNWYT,Rosie Papadopoulos,GTX Pro,Zencorporation,Won,10-10-17,10-11-17,4575
941E65Z7,Vicki Laflamme,GTX Pro,Plusstrip,Won,10-10-17,10-12-17,4552
77UHLYMA,Zane Levy,GTX Basic,Konex,Lost,10-10-17,10-11-17,0
VR1XYM23,Zane Levy,GTX Basic,Blackzim,Won,10-10-17,23-12-17,551
TQ6BTW2Z,Zane Levy,GTX Basic,Faxquote,Won,10-10-17,18-10-17,545
IVSOSC0E,Zane Levy,GTX Plus Basic,Y-corporation,Won,10-10-17,15-10-17,1134
KI4LTBV6,Anna Snelling,MG Advanced,Statholdings,Lost,10-11-17,13-10-17,0
4VZ0JIVZ,Anna Snelling,MG Advanced,Scottech,Won,10-11-17,16-10-17,3434
FNCXBWHQ,Boris Faz,GTX Basic,Condax,Won,10-11-17,27-12-17,505
Q306R9K4,Boris Faz,GTX Plus Basic,Ganjaflex,Won,10-11-17,21-10-17,1066
KHRY7J40,Cassey Cress,GTX Basic,Zathunicon,Won,10-11-17,11-12-17,580
AP9MLRZJ,Corliss Cosme,GTX Pro,Initech,Won,10-11-17,20-12-17,4501
46JP2TQB,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Lost,10-11-17,19-10-17,0
W48N7MRO,Darcel Schlecht,GTX Plus Pro,Rundofase,Lost,10-11-17,13-10-17,0
X4LSK4OE,Darcel Schlecht,GTX Plus Pro,Treequote,Won,10-11-17,11-03-17,6182
M1ZZYSTB,Donn Cantrell,GTX Pro,Bubba Gump,Won,10-11-17,10-12-17,4763
0UOIGVEO,Donn Cantrell,MG Advanced,Gekko & Co,Won,10-11-17,20-10-17,3024
AK9OXW30,Garret Kinder,MG Special,Ganjaflex,Lost,10-11-17,10-12-17,0
CFGYG1EC,James Ascencio,GTX Basic,Green-Plus,Lost,10-11-17,13-10-17,0
TS3P4VMD,James Ascencio,GTX Plus Pro,Goodsilron,Won,10-11-17,19-10-17,6751
8PEB9FHX,James Ascencio,MG Special,Goodsilron,Won,10-11-17,18-10-17,54
V1YT1LP1,Jonathan Berthelot,GTX Basic,Stanredtax,Won,10-11-17,25-12-17,592
DTIZX4YN,Jonathan Berthelot,GTX Plus Basic,Cancity,Won,10-11-17,22-10-17,969
KMBY0IGV,Kami Bicknell,MG Special,Dalttechnology,Won,10-11-17,10-12-17,48
XULGG5K8,Kary Hendrixson,GTX Basic,Konex,Lost,10-11-17,13-10-17,0
KP8ZZ3Y6,Kary Hendrixson,GTX Plus Basic,Labdrill,Lost,10-11-17,23-12-17,0
SBF5S7LF,Kary Hendrixson,GTX Plus Pro,Hatfan,Won,10-11-17,21-10-17,6555
YIA65LM2,Lajuana Vencill,MG Advanced,Treequote,Lost,10-11-17,19-10-17,0
TVBY6CND,Marty Freudenburg,GTX Plus Pro,Bioholding,Won,10-11-17,15-12-17,5271
EC9H6XHB,Rosie Papadopoulos,MG Special,Kan-code,Lost,10-11-17,22-11-17,0
47QKNXLO,Rosie Papadopoulos,GTX Basic,Yearin,Won,10-11-17,12-10-17,472
VW2PJALW,Versie Hillebrand,GTX Plus Pro,Cancity,Won,10-11-17,29-11-17,5211
GVLIYD9A,Vicki Laflamme,GTX Basic,Y-corporation,Won,10-11-17,12-11-17,430
II1GOQWL,Zane Levy,GTX Basic,Fasehatice,Lost,10-11-17,20-10-17,0
4P5BOQB5,Zane Levy,GTX Pro,Singletechno,Won,10-11-17,22-12-17,4545
QYYOVTHC,Boris Faz,GTX Plus Basic,Umbrella Corporation,Lost,10-12-17,19-10-17,0
AADN7F5T,Darcel Schlecht,MG Special,Zumgoity,Lost,10-12-17,17-10-17,0
U8CWFFRH,Jonathan Berthelot,MG Advanced,Ron-tech,Lost,10-12-17,13-10-17,0
35HVN8Q3,Jonathan Berthelot,GTX Basic,Scottech,Won,10-12-17,21-10-17,528
PNNZM0OZ,Jonathan Berthelot,GTX Pro,Conecom,Won,10-12-17,28-12-17,5064
UYZQCWAC,Jonathan Berthelot,MG Advanced,Conecom,Won,10-12-17,12-06-17,3203
K0YFUK4X,Kami Bicknell,GTX Basic,Scotfind,Won,10-12-17,11-02-17,549
TUL0TZSR,Kary Hendrixson,GTX Basic,Dalttechnology,Won,10-12-17,23-10-17,594
LS2A22IA,Lajuana Vencill,GTX Basic,Globex Corporation,Lost,10-12-17,21-10-17,0
L5K0S1U3,Lajuana Vencill,GTX Basic,Globex Corporation,Lost,10-12-17,22-10-17,0
82LY53FE,Markita Hansen,GTX Basic,Labdrill,Won,10-12-17,11-01-17,529
XRJTRP20,Maureen Marcano,GTX Pro,Fasehatice,Won,10-12-17,17-10-17,4505
D00FIU21,Moses Frase,GTX Basic,Finhigh,Won,10-12-17,12-11-17,457
C48I5WD9,Moses Frase,MG Advanced,Warephase,Won,10-12-17,13-10-17,3090
HG0N3NJ4,Reed Clapper,MG Special,Zencorporation,Won,10-12-17,14-10-17,53
5ZUKTSJV,Violet Mclelland,GTX Plus Basic,Gekko & Co,Won,10-12-17,17-10-17,1004
CD5B8P8U,Zane Levy,MG Advanced,Hottechi,Lost,10-12-17,19-10-17,0
MBYY3F5P,Zane Levy,GTX Basic,J-Texon,Won,10-12-17,21-10-17,696
0V9YEQDU,Anna Snelling,MG Special,Treequote,Lost,13-10-17,22-10-17,0
76GEYK0T,Cassey Cress,GTX Plus Basic,Opentech,Won,13-10-17,23-10-17,888
0QUXNGR1,Cecily Lampkin,MG Advanced,Warephase,Lost,13-10-17,18-10-17,0
4N9E1F86,Corliss Cosme,GTX Plus Basic,Zathunicon,Lost,13-10-17,20-10-17,0
895XMROB,Corliss Cosme,GTX Plus Pro,Yearin,Lost,13-10-17,21-11-17,0
LFMLZPA5,Daniell Hammack,GTX Pro,Konex,Lost,13-10-17,22-10-17,0
H54N095V,Darcel Schlecht,GTX Pro,Gogozoom,Won,13-10-17,24-10-17,4767
FQPECFYO,Darcel Schlecht,GTX Pro,Hottechi,Won,13-10-17,20-12-17,4869
933OT3AE,Darcel Schlecht,MG Advanced,Ron-tech,Won,13-10-17,14-10-17,3475
5HDKACI4,Donn Cantrell,GTX Basic,Initech,Lost,13-10-17,15-10-17,0
GVEUKZ72,Donn Cantrell,MG Special,Donware,Lost,13-10-17,12-09-17,0
YHOVVBSP,Donn Cantrell,MG Advanced,Kan-code,Lost,13-10-17,12-10-17,0
ZN6HXJ5F,Hayden Neloms,GTX Plus Basic,Rantouch,Lost,13-10-17,20-10-17,0
3IQ19UZ2,Hayden Neloms,MG Advanced,Kan-code,Won,13-10-17,14-10-17,3250
R2CG5WED,James Ascencio,GTX Plus Pro,Singletechno,Lost,13-10-17,12-03-17,0
GH0FU105,Markita Hansen,MG Advanced,Nam-zim,Lost,13-10-17,18-10-17,0
NDIZ18GW,Maureen Marcano,MG Advanced,Cheers,Lost,13-10-17,25-10-17,0
BRIOGGKC,Moses Frase,MG Advanced,Inity,Lost,13-10-17,29-11-17,0
GZYL4SG1,Moses Frase,GTX Plus Basic,Rangreen,Won,13-10-17,26-10-17,978
7ZASHEBX,Reed Clapper,MG Special,Bubba Gump,Won,13-10-17,14-12-17,49
WJ9JNMJ2,Versie Hillebrand,MG Special,Stanredtax,Won,13-10-17,24-10-17,49
N3OWNMD3,Vicki Laflamme,GTX Plus Pro,Xx-holding,Lost,13-10-17,22-10-17,0
8U3LICIW,Vicki Laflamme,GTX Basic,Hottechi,Won,13-10-17,12-10-17,563
JALBPRSF,Violet Mclelland,GTX Plus Basic,Umbrella Corporation,Lost,13-10-17,21-10-17,0
0E1HHXGB,Violet Mclelland,MG Special,Donware,Lost,13-10-17,15-10-17,0
MJXPSHYT,Violet Mclelland,MG Special,Zencorporation,Won,13-10-17,24-10-17,53
AF8SULB0,Cecily Lampkin,GTX Plus Basic,Rangreen,Won,14-10-17,26-10-17,1168
N8BM4XEP,Corliss Cosme,GTX Basic,The New York Inquirer,Won,14-10-17,17-11-17,560
FZGBRGHF,Daniell Hammack,GTX Plus Basic,Gekko & Co,Lost,14-10-17,30-12-17,0
36PET9WM,Darcel Schlecht,GTX Pro,Stanredtax,Lost,14-10-17,15-10-17,0
GRO3S3HV,Darcel Schlecht,MG Special,Bioholding,Lost,14-10-17,21-10-17,0
KG9R5M1Y,Darcel Schlecht,GTX Pro,Dontechi,Won,14-10-17,18-10-17,4810
R0S5FZ1G,Donn Cantrell,MG Special,Donware,Lost,14-10-17,11-01-17,0
3W1Y39BY,Donn Cantrell,GTX Pro,Silis,Won,14-10-17,24-10-17,4521
G58GOO4N,Garret Kinder,GTX Basic,Opentech,Lost,14-10-17,18-10-17,0
JF0F2J5W,Garret Kinder,GTX Plus Basic,Donquadtech,Lost,14-10-17,15-10-17,0
93AE6QM4,Hayden Neloms,GTX Plus Basic,Hatfan,Won,14-10-17,15-10-17,881
0YM4VJDP,James Ascencio,GTX Basic,Finjob,Lost,14-10-17,30-11-17,0
ICD9OMSF,Jonathan Berthelot,GTX Basic,Conecom,Won,14-10-17,22-10-17,472
IHJEX21Z,Kami Bicknell,GTX Basic,Newex,Won,14-10-17,12-03-17,562
8JORJ1SS,Lajuana Vencill,GTX Basic,Conecom,Lost,14-10-17,20-10-17,0
0NKINI7S,Lajuana Vencill,MG Special,Toughzap,Won,14-10-17,16-10-17,42
QFLFLCD0,Marty Freudenburg,GTX Pro,Streethex,Lost,14-10-17,18-10-17,0
OB3OK8BQ,Marty Freudenburg,GTX Basic,Dontechi,Won,14-10-17,26-12-17,615
5S3RN7H2,Niesha Huffines,GTX Plus Basic,Ron-tech,Lost,14-10-17,31-12-17,0
6YCRJK5W,Rosalina Dieter,MG Advanced,Newex,Lost,14-10-17,23-10-17,0
FDMK85GD,Versie Hillebrand,MG Special,Scottech,Won,14-10-17,22-10-17,58
EVKQXZV6,Vicki Laflamme,MG Special,Green-Plus,Lost,14-10-17,11-01-17,0
IDO6PU1B,Zane Levy,GTX Plus Pro,Hatfan,Lost,14-10-17,23-10-17,0
CYAL1N0B,Zane Levy,GTX Pro,Xx-holding,Won,14-10-17,15-10-17,4882
9GSBUJMH,Anna Snelling,MG Special,Isdom,Lost,15-10-17,24-10-17,0
ECB42PGL,Cassey Cress,GTX Plus Pro,Zotware,Lost,15-10-17,24-10-17,0
PYIP2H5Z,Cecily Lampkin,MG Advanced,Streethex,Lost,15-10-17,16-10-17,0
129P48QP,Daniell Hammack,GTX Plus Pro,Ganjaflex,Lost,15-10-17,25-10-17,0
BUFF2EP5,Daniell Hammack,GTX Pro,Kinnamplus,Won,15-10-17,11-01-17,5113
IQRA0Q8C,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,15-10-17,16-10-17,1154
14P6935C,Darcel Schlecht,GTX Pro,Dontechi,Won,15-10-17,16-10-17,4885
U220GK9W,Darcel Schlecht,GTX Pro,Streethex,Won,15-10-17,16-10-17,4936
03R1VC7O,Donn Cantrell,GTX Plus Basic,Condax,Won,15-10-17,28-10-17,1062
LUFR7MJC,Gladys Colclough,GTX Pro,Codehow,Lost,15-10-17,19-10-17,0
8EX2PGAY,Hayden Neloms,MG Special,Faxquote,Lost,15-10-17,21-10-17,0
C0H6SU2X,Hayden Neloms,GTX Plus Basic,Groovestreet,Won,15-10-17,20-12-17,954
94JOUSW7,Kary Hendrixson,GTX Basic,Finjob,Lost,15-10-17,23-10-17,0
9RC58SP0,Kary Hendrixson,GTX Basic,Konex,Lost,15-10-17,26-10-17,0
XFNYWN7B,Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,15-10-17,16-10-17,868
6NFIUDKS,Kary Hendrixson,GTX Plus Pro,Doncon,Won,15-10-17,26-11-17,5867
4TD018BE,Kary Hendrixson,GTX Pro,Fasehatice,Won,15-10-17,16-10-17,5344
SWKGC34P,Lajuana Vencill,MG Special,dambase,Lost,15-10-17,21-10-17,0
C3Y94J5R,Marty Freudenburg,GTX Plus Pro,Globex Corporation,Lost,15-10-17,24-10-17,0
2H45C9FK,Marty Freudenburg,GTX Pro,Streethex,Lost,15-10-17,23-10-17,0
LFM4SMIA,Moses Frase,GTX Plus Pro,Codehow,Won,15-10-17,23-10-17,5449
MEXK5KU6,Reed Clapper,MG Advanced,The New York Inquirer,Lost,15-10-17,27-12-17,0
UDXS7H12,Reed Clapper,GTX Plus Pro,Initech,Won,15-10-17,28-11-17,4500
4G61Z1HD,Versie Hillebrand,MG Special,Inity,Lost,15-10-17,25-10-17,0
X4KAK55N,Wilburn Farren,MG Special,Sumace,Won,15-10-17,23-10-17,51
AHOYDL01,Zane Levy,GTX Plus Pro,Dalttechnology,Won,15-10-17,23-10-17,6637
R5ILWVDD,Anna Snelling,MG Special,Stanredtax,Won,16-10-17,13-12-17,57
J5WP57XS,Cecily Lampkin,GTX Plus Basic,Statholdings,Won,16-10-17,11-03-17,990
VPD4G16I,Corliss Cosme,GTX Pro,Zencorporation,Won,16-10-17,17-10-17,4247
Z173R82Y,Daniell Hammack,GTX Plus Basic,Sumace,Won,16-10-17,25-12-17,1008
TFGC7TPF,Darcel Schlecht,GTX Pro,Stanredtax,Lost,16-10-17,19-10-17,0
03X37HOO,Darcel Schlecht,MG Special,Zumgoity,Lost,16-10-17,17-10-17,0
OWGXQLJS,Darcel Schlecht,GTX Pro,Ron-tech,Won,16-10-17,25-10-17,4834
Y4SN1R3L,Darcel Schlecht,MG Advanced,Conecom,Won,16-10-17,17-10-17,3490
CX3PZ8DP,Donn Cantrell,GTX Basic,Initech,Lost,16-10-17,26-10-17,0
V7DY5VAP,Gladys Colclough,MG Special,Codehow,Lost,16-10-17,24-10-17,0
JLB353E4,Hayden Neloms,MG Advanced,Cheers,Won,16-10-17,20-10-17,3744
KOK62RF4,Kami Bicknell,GTX Pro,Sonron,Lost,16-10-17,22-10-17,0
8U59BH8O,Kary Hendrixson,GTX Basic,Faxquote,Lost,16-10-17,26-10-17,0
BZR75SK1,Kary Hendrixson,GTX Basic,Singletechno,Lost,16-10-17,21-10-17,0
48HBI36Y,Kary Hendrixson,GTX Basic,Nam-zim,Won,16-10-17,11-12-17,591
ME7IZ1WY,Kary Hendrixson,MG Special,Dalttechnology,Won,16-10-17,24-10-17,48
STC921ZX,Markita Hansen,GTX Plus Basic,Golddex,Won,16-10-17,23-10-17,1060
MJRDXH1B,Marty Freudenburg,GTX Plus Basic,Hottechi,Lost,16-10-17,21-10-17,0
W2QJUK1Y,Moses Frase,GTX Basic,Betatech,Won,16-10-17,28-10-17,562
B05SO4C6,Niesha Huffines,GTX Plus Basic,Hottechi,Lost,16-10-17,19-11-17,0
MC717WRG,Rosie Papadopoulos,GTX Pro,Vehement Capital Partners,Lost,16-10-17,18-10-17,0
P570QB1D,Versie Hillebrand,MG Special,Isdom,Won,16-10-17,17-10-17,57
IWS4PKPP,Vicki Laflamme,GTX Basic,Green-Plus,Won,16-10-17,21-12-17,535
GB3S67FY,Vicki Laflamme,GTX Pro,Condax,Won,16-10-17,25-10-17,4580
0W8VWJDS,Vicki Laflamme,MG Special,Lexiqvolax,Won,16-10-17,18-10-17,56
5J9ELX2Y,Zane Levy,GTX Plus Pro,Goodsilron,Won,16-10-17,23-10-17,4942
SQE6KE7V,Anna Snelling,MG Special,dambase,Won,17-10-17,23-10-17,55
LH03MJX5,Boris Faz,GTX Plus Pro,Yearin,Lost,17-10-17,25-10-17,0
0SQM849O,Cassey Cress,GTX Pro,Xx-zobam,Won,17-10-17,29-10-17,5144
KXTUVDLU,Corliss Cosme,MG Advanced,Plussunin,Lost,17-10-17,13-12-17,0
9YOGUMN9,Darcel Schlecht,GTX Pro,Rundofase,Lost,17-10-17,24-10-17,0
C933ZQBB,Darcel Schlecht,GTX Pro,Cancity,Won,17-10-17,23-10-17,5458
G9M9IEQY,Gladys Colclough,GTX Pro,Rundofase,Lost,17-10-17,23-10-17,0
M2VKMZPH,Jonathan Berthelot,GTX Pro,Stanredtax,Won,17-10-17,19-10-17,5046
AZCY0HUP,Markita Hansen,GTX Basic,Hatfan,Lost,17-10-17,23-10-17,0
7CMG05CY,Markita Hansen,MG Special,Goodsilron,Lost,17-10-17,26-10-17,0
KDNNV952,Markita Hansen,MG Special,Nam-zim,Lost,17-10-17,26-10-17,0
1UPVYK3H,Marty Freudenburg,MG Special,dambase,Won,17-10-17,26-10-17,64
MUODVNBC,Versie Hillebrand,MG Special,Betatech,Won,17-10-17,27-10-17,54
02G0NJCN,Vicki Laflamme,MG Special,Xx-holding,Won,17-10-17,26-10-17,68
76V79SHZ,Violet Mclelland,GTX Plus Basic,Betasoloin,Lost,17-10-17,18-10-17,0
7JMQM7XK,Violet Mclelland,MG Special,The New York Inquirer,Lost,17-10-17,18-10-17,0
PIPQZ9SQ,Wilburn Farren,MG Special,Massive Dynamic,Lost,17-10-17,19-10-17,0
NXHAAD08,Zane Levy,GTX Plus Basic,Kan-code,Won,17-10-17,12-10-17,1129
ABMVTEUH,Cassey Cress,MG Advanced,The New York Inquirer,Lost,18-10-17,19-10-17,0
9Q710H4R,Cecily Lampkin,GTX Plus Basic,Inity,Won,18-10-17,20-10-17,1200
4QU2EXEY,Cecily Lampkin,MG Advanced,Globex Corporation,Won,18-10-17,19-12-17,3164
3MKAQ2YI,Corliss Cosme,GTX Plus Basic,Konex,Lost,18-10-17,25-10-17,0
42CA70FG,Corliss Cosme,MG Advanced,Zotware,Won,18-10-17,26-10-17,3225
R2C8A8SA,Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,18-10-17,11-05-17,0
PY96Q77S,Darcel Schlecht,GTX Pro,Rangreen,Won,18-10-17,20-10-17,4130
6QAWMSU2,Donn Cantrell,GTX Basic,Bluth Company,Lost,18-10-17,24-10-17,0
5B9EIYPP,Donn Cantrell,GTX Pro,Donware,Lost,18-10-17,29-11-17,0
Z216TKEU,Elease Gluck,MG Special,Singletechno,Won,18-10-17,20-10-17,47
9EHFBSBG,Garret Kinder,GTX Plus Pro,Konex,Won,18-10-17,25-10-17,4751
6SP45G3T,Gladys Colclough,MG Advanced,Konmatfix,Lost,18-10-17,24-10-17,0
7U28UXIL,Hayden Neloms,MG Advanced,Green-Plus,Lost,18-10-17,19-10-17,0
V2YD7XYV,Hayden Neloms,MG Special,Y-corporation,Won,18-10-17,20-12-17,51
1GVU0QTO,Hayden Neloms,MG Advanced,Singletechno,Won,18-10-17,22-10-17,3696
QG7RGODO,Kami Bicknell,GTX Pro,Plexzap,Lost,18-10-17,26-10-17,0
IHBYI8IO,Kami Bicknell,MG Advanced,Groovestreet,Won,18-10-17,24-10-17,3536
M5NUUVA4,Kary Hendrixson,GTX Basic,Dalttechnology,Lost,18-10-17,22-11-17,0
XKYQ16FS,Kary Hendrixson,MG Special,Nam-zim,Lost,18-10-17,11-05-17,0
VVM450RP,Kary Hendrixson,MG Special,Plusstrip,Won,18-10-17,17-12-17,59
60KWQS2V,Lajuana Vencill,GTX Basic,Funholding,Won,18-10-17,20-10-17,474
1RND0S0B,Marty Freudenburg,MG Special,Bioholding,Won,18-10-17,30-10-17,43
WI0LMD20,Marty Freudenburg,MG Special,Hottechi,Won,18-10-17,19-12-17,60
4XPRCRX0,Niesha Huffines,GTX Basic,Treequote,Lost,18-10-17,29-10-17,0
5UEA6KVU,Niesha Huffines,GTX Basic,Ron-tech,Won,18-10-17,27-10-17,461
GAUSPPYM,Reed Clapper,GTX Plus Basic,Xx-zobam,Lost,18-10-17,12-11-17,0
3Y1LN6CQ,Reed Clapper,MG Special,Gekko & Co,Won,18-10-17,19-10-17,54
W7GVI03S,Rosalina Dieter,MG Special,Plusstrip,Lost,18-10-17,12-02-17,0
7RFTN4WI,Rosie Papadopoulos,GTX Plus Basic,Umbrella Corporation,Lost,18-10-17,25-10-17,0
K00YH5XA,Rosie Papadopoulos,MG Special,Initech,Lost,18-10-17,28-10-17,0
ZXIHEEV2,Vicki Laflamme,GTX Basic,Doncon,Lost,18-10-17,31-12-17,0
WPSHVGDZ,Vicki Laflamme,MG Advanced,Hottechi,Lost,18-10-17,24-10-17,0
DXAO9R8N,Vicki Laflamme,MG Advanced,Rantouch,Won,18-10-17,27-10-17,3363
PN0IWJ0N,Anna Snelling,GTX Plus Basic,Hottechi,Won,19-10-17,30-10-17,1089
OXKWCAXO,Cassey Cress,GTX Pro,Opentech,Lost,19-10-17,31-10-17,0
7FVUE0GY,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,19-10-17,21-10-17,1096
FAIFAGJM,Cecily Lampkin,MG Special,Ron-tech,Won,19-10-17,29-10-17,62
IKDFG91F,Corliss Cosme,MG Advanced,Kan-code,Lost,19-10-17,26-12-17,0
BP3I9G0F,Corliss Cosme,GTX Plus Basic,Konex,Won,19-10-17,21-10-17,1105
0GM4GDFT,Daniell Hammack,GTX Pro,Bluth Company,Lost,19-10-17,28-10-17,0
5YIWOUOZ,Daniell Hammack,GTX Pro,Bioplex,Won,19-10-17,24-10-17,4353
LM3GZYXD,Darcel Schlecht,GTX Pro,Finhigh,Lost,19-10-17,28-10-17,0
UUCSEHJX,Darcel Schlecht,GTX Plus Pro,Warephase,Won,19-10-17,27-10-17,6276
OQQWTFSZ,Darcel Schlecht,GTX Pro,Betatech,Won,19-10-17,27-10-17,4688
CWVAO587,Garret Kinder,GTX Basic,Ontomedia,Lost,19-10-17,26-10-17,0
YDZZNTEZ,Garret Kinder,MG Advanced,Opentech,Won,19-10-17,11-01-17,3422
O1DTVNH2,Gladys Colclough,MG Special,Hottechi,Lost,19-10-17,20-10-17,0
Q6MGPT50,Gladys Colclough,GTX Pro,Inity,Won,19-10-17,12-09-17,5192
ENL7MDL2,Hayden Neloms,GTX Plus Basic,Hottechi,Won,19-10-17,28-10-17,1226
CLHPJZHP,Hayden Neloms,GTX Plus Pro,J-Texon,Won,19-10-17,25-10-17,4552
XO4ZYI3G,James Ascencio,GTX Plus Pro,Xx-holding,Won,19-10-17,26-10-17,5569
RSBEC5KF,James Ascencio,GTX Pro,Fasehatice,Won,19-10-17,20-10-17,4389
6Z6SRB1Y,Jonathan Berthelot,GTX Plus Pro,Hottechi,Lost,19-10-17,11-01-17,0
